candidate_id,case_id,source_type,publication_number,family_id,title,abstract,organization,assignee,inventors,country_code,kind_code,publication_date,year,url,source_url,source_status,evidence_role,reliability_label,verification_status,candidate_information_only,human_review_required,raw_source_file,raw_row_number,normalized_title,normalized_publication_number,dedupe_key,is_duplicate,duplicate_of,keyword_match_count,matched_keywords,heuristic_score,score_reason,next_verification_action,rank,positive_reasons,negative_reasons,ranking_policy,selected_stage,why_selected,stage_label,exclusion_reason,created_at
case_01_pan_graphitization:lc:f23fdd91d8,case_01_pan_graphitization,patent,CN121495036A,98676752,"PH/temperature dual-responsiveness polyacrylonitrile-based copolymer, preparation method of precursor, preparation method of carbon fiber, carbon fiber and application","The invention discloses a pH/temperature dual-responsiveness polyacrylonitrile-based copolymer, a preparation method of a precursor, a preparation method of a carbon fiber, a carbon fiber and an application, wherein the preparation method of the pH/temperature dual-responsiveness polyacrylonitrile-based carbon fiber comprises the steps of synthesizing the pH/temperature dual-responsiveness polyacrylonitrile-based copolymer, then co-dissolving the copolymer, a cross-linking agent and an initiator in a solvent to prepare spinning solution, synchronously completing fiber forming and cross-linking network construction in a low-temperature coagulation bath through an innovative &#39;thermal phase separation-in-situ cross-linking&#39; wet spinning technology, and finally obtaining intelligent response-type carbon fiber through multistage thermal cross-linking solidification, pre-oxidation and carbonization treatment. The invention successfully solves the field problem that the stimulus responsiveness is difficult to be reserved in the high-temperature carbonization process through molecular design and process innovation, and the obtained carbon fiber has excellent mechanical property and sensitive reversible pH/temperature dual response characteristic, and has great application value in the field of intelligent materials.",中复神鹰碳纤维股份有限公司,中复神鹰碳纤维股份有限公司,,CN,A,20260210,2026,https://patents.google.com/patent/CN121495036A/en,https://patents.google.com/patent/CN121495036A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,149,"ph/temperature dual-responsiveness polyacrylonitrile-based copolymer, preparation method of precursor, preparation method of carbon fiber, carbon fiber and application",CN121495036A,pub:CN121495036A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:c9cccbb904,case_01_pan_graphitization,patent,CN121629567A,98943538,Preparation method of N/O/Bi co-doped carbon nanofiber electrode material and application of N/O/Bi co-doped carbon nanofiber electrode material in iron-chromium flow battery,"The invention belongs to the technical field of battery materials and energy storage, and particularly relates to an application of a preparation method of an N\O\Bi co-doped carbon nanofiber electrode material in an iron-chromium flow battery. Bismuth ammonium citrate is used as a functional component and added into a solution of polyacrylonitrile and N, N-dimethylformamide to prepare an electrospinning precursor solution. The polyacrylonitrile-based three-dimensional nanofiber containing bismuth ammonium citrate is prepared by utilizing an electrostatic spinning technology, and then the obtained fiber is subjected to pre-oxidation and carbonization, and in the process, active functional components of nitrogen, oxygen and bismuth can be simultaneously introduced into the carbon fiber by utilizing the pyrolysis of the bismuth ammonium citrate, so that the carbon nanofiber electrode material is endowed with high hydrogen evolution overpotential and good electrocatalytic activity. The material can fully exert the synergistic effect of all components when used for the anode material of the iron-chromium flow battery, and effectively improve the energy conversion efficiency and the rate capability of the battery. The method is simple, efficient and suitable for large-scale production, and has wide application prospect.",辽宁大学,辽宁大学,,CN,A,20260310,2026,https://patents.google.com/patent/CN121629567A/en,https://patents.google.com/patent/CN121629567A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,150,preparation method of n/o/bi co-doped carbon nanofiber electrode material and application of n/o/bi co-doped carbon nanofiber electrode material in iron-chromium flow battery,CN121629567A,pub:CN121629567A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:21fa9d2012,case_01_pan_graphitization,patent,CN121733875A,99157996,Preparation method of flame-retardant heat-insulating carbon fiber with three-dimensional cage carbon structure,"The invention discloses a preparation method of flame-retardant heat-insulating carbon fibers with a three-dimensional cage carbon structure, and belongs to the technical field of composite flame-retardant materials. The preparation method comprises the steps of mixing and dispersing epoxy resin, cage-shaped polysilsesquioxane and dimethylacetamide to form a mixed solution, mixing the mixed solution, a curing agent, an accelerator and a coupling modifier to form a mixed spinning solution, carrying out electrostatic spinning on the mixed spinning solution to obtain a nanofiber felt, carrying out preoxidation treatment and carbonization treatment on polyacrylonitrile precursor to obtain carbon fibers, carrying out anodic oxidation treatment on the carbon fibers to obtain pretreated carbon fibers, dip-coating a sizing agent on the pretreated carbon fibers to obtain modified carbon fibers, and carrying out hot press molding on the modified carbon fibers and the nanofiber felt after being bonded by a flame-retardant fire-extinguishing adhesive to obtain the flame-retardant heat-insulating carbon fibers. The flame-retardant heat-insulating carbon fiber prepared by the method has good flame-retardant heat-insulating performance and good mechanical performance.",合肥微神科技有限公司,合肥微神科技有限公司,,CN,A,20260327,2026,https://patents.google.com/patent/CN121733875A/en,https://patents.google.com/patent/CN121733875A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,151,preparation method of flame-retardant heat-insulating carbon fiber with three-dimensional cage carbon structure,CN121733875A,pub:CN121733875A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:325128e47b,case_01_pan_graphitization,patent,CN116479545B,87224073,Carbon fiber paper and preparation method and application thereof,"The invention belongs to the technical field of fuel cell gas diffusion layers, and provides carbon fiber paper and a preparation method thereof, wherein an acrylonitrile-N-4-pyridyl-2-acrylamide copolymer and N, N-dimethylformamide are mixed to obtain an electrostatic spinning solution; the preparation method comprises the steps of carrying out electrostatic spinning on an electrostatic spinning solution to obtain a polyacrylonitrile-based non-woven felt, carrying out pre-oxidation treatment on the polyacrylonitrile-based non-woven felt to obtain a polyacrylonitrile-based pre-oxidized felt, and sequentially carrying out drying, hot-press solidification, carbonization and graphitization on the polyacrylonitrile-based pre-oxidized felt after being immersed in a resin solution to obtain the carbon fiber paper. The invention also provides application of the carbon fiber paper in a proton exchange membrane fuel cell gas diffusion layer. According to the invention, the polyacrylonitrile-based non-woven felt with different thicknesses is prepared by adopting an electrostatic spinning technology, so that the ultrathin thickness and controllable preparation of the carbon fiber paper are realized, and the carbon fiber paper has excellent conductivity, so that the carbon fiber paper has a good effect in a proton exchange membrane fuel cell.",东华大学,东华大学,,CN,B,20250225,2025,https://patents.google.com/patent/CN116479545B/en,https://patents.google.com/patent/CN116479545B/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,152,carbon fiber paper and preparation method and application thereof,CN116479545B,pub:CN116479545B,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:f9e7fe3bc7,case_01_pan_graphitization,patent,CN117364299B,89392077,Preparation method of high-performance graphene-based carbon fiber,"The invention discloses a preparation method of high-performance graphene-based carbon fibers, which comprises the following steps of (1) dispersing graphene oxide powder in an organic solvent to form uniform dispersion liquid, adding an ammonia source into the dispersion liquid to form corresponding mixed liquid, and obtaining amino graphene powder, (2) dissolving the amino graphene powder in the organic solvent to form the dispersion liquid, fully immersing polyacrylonitrile fibers in the formed dispersion liquid to obtain polyacrylonitrile fibers infiltrated with amino graphene, (3) performing pre-oxidation treatment on the polyacrylonitrile fibers infiltrated with amino graphene to form nitride composite fibers, (4) continuously performing cross-linking carbonization on the nitride composite fibers at a high temperature of 1000-1300 ℃ to form composite carbon fiber materials, and then further increasing the temperature to 1400-1800 ℃ to perform graphitization treatment to form graphene-based carbon fibers with high crystallinity. The graphene-based carbon fiber preparation scheme provided by the invention can be used for preparing the high-performance graphene-based carbon fiber, and the graphene-based carbon fiber has high strength and high conductivity.",上海骐杰新材料股份有限公司,上海骐杰新材料股份有限公司,,CN,B,20250627,2025,https://patents.google.com/patent/CN117364299B/en,https://patents.google.com/patent/CN117364299B/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,153,preparation method of high-performance graphene-based carbon fiber,CN117364299B,pub:CN117364299B,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:63904c5bce,case_01_pan_graphitization,patent,CN117512816B,89743956,Method for preparing mesophase pitch-based carbon fiber by using coal pitch,"The invention belongs to the technical field of coal tar oil separation and utilization, and relates to a method for preparing mesophase pitch-based carbon fibers by using coal tar pitch, which comprises the following steps of 1) taking medium-low temperature coal tar pitch as a raw material under a nitrogen atmosphere, and alternately performing polycondensation reaction and hydrogenation reaction to obtain mesophase pitch; 2) purifying the mesophase pitch by using pyridine insoluble substances to obtain spinnable mesophase pitch, 3) dissolving polyacrylonitrile, a composite additive and the spinnable mesophase pitch in a dimethyl sulfoxide solvent to obtain spinnable sol, and 4) sequentially carrying out melt spinning, pre-oxidation, carbonization and graphitization on the spinnable sol to obtain the mesophase pitch-based carbon fiber. The invention synthesizes mesophase pitch through a hydrogenation polycondensation process, then is co-dissolved with polyacrylonitrile and a composite additive in dimethyl sulfoxide to form sol, and then is subjected to melt spinning, pre-oxidation, carbonization and graphitization in sequence to obtain the mesophase pitch-based carbon fiber with compact transverse section, excellent mechanical property and higher conductivity.",陕西榆能集团能源化工研究院有限公司,陕西榆能集团能源化工研究院有限公司,,CN,B,20250926,2025,https://patents.google.com/patent/CN117512816B/en,https://patents.google.com/patent/CN117512816B/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,154,method for preparing mesophase pitch-based carbon fiber by using coal pitch,CN117512816B,pub:CN117512816B,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:d290634fb6,case_01_pan_graphitization,patent,CN118970074B,93407404,"Preparation method of bismuth nitride co-doped porous graphite felt, graphite felt prepared by preparation method and application of graphite felt","The invention provides a preparation method of a nitrogen-bismuth co-doped porous graphite felt, a graphite felt prepared by the same and application of the graphite felt, and relates to the technical field of all-vanadium redox flow batteries. The preparation method comprises the steps of carrying out needling treatment on polyacrylonitrile-based carbon fiber to obtain PAN-based carbon fiber soft felt, dissolving polyacrylonitrile, urea and bismuth salt in a solvent to obtain a precursor solution, spraying the precursor solution on the PAN-based carbon fiber soft felt through a solution spraying spinning process, drying to obtain a spinning substrate, and carrying out pre-carbonization treatment, carbonization treatment and graphitization treatment on the spinning substrate in sequence to obtain the nitrogen-bismuth co-doped porous graphite felt. The porous graphite felt structure of the invention can greatly improve the specific surface area of the graphite felt, improve the enhanced hydrophilicity, increase the conductivity of the graphite felt and increase the surface functional groups, thereby being beneficial to improving the efficiency of the vanadium redox flow battery.",浙江星辉新材料科技有限公司,浙江星辉新材料科技有限公司,,CN,B,20250225,2025,https://patents.google.com/patent/CN118970074B/en,https://patents.google.com/patent/CN118970074B/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,155,"preparation method of bismuth nitride co-doped porous graphite felt, graphite felt prepared by preparation method and application of graphite felt",CN118970074B,pub:CN118970074B,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:8c0aff9c4d,case_01_pan_graphitization,patent,CN119465448A,94569206,Preparation method of hollow section polyacrylonitrile dry-jet wet-spinning carbon fiber,"The invention discloses a preparation method of hollow section polyacrylonitrile dry-jet wet-spinning carbon fiber. The method comprises the steps of extruding spinning solution through a spinneret plate with an annular cavity, entering a coagulating bath, carrying out multistage desalting and water washing, hot water drafting, oiling, drying and densification, winding and filament collecting after steam drafting to obtain a hollow section precursor, and carrying out preoxidation, low-temperature furnace and high-temperature furnace carbonization on the hollow section precursor to obtain the dry-jet wet-spun carbon fiber with a hollow section. The preparation method is simple, the effective control of the hollow-section polyacrylonitrile carbon fiber structure is realized by controlling the structure of the spinneret plate with the annular cavity and the subsequent process conditions, and the prepared hollow-section carbon fiber has the advantages of high specific surface area, low sheath-core ratio, low cost and the like, and has wide application prospects in the fields of wave-absorbing materials, electromagnetic shielding materials, resin-based composite materials, carbon/carbon composite materials and the like.",ZHONGFU SHENYING CARBON FIBER CO LTD,中复神鹰碳纤维股份有限公司,ZHANG GUOLIANG; CHEN QIUFEI; LIU DONG; ZHANG JINYUAN; WANG GANG; LIU QI,CN,A,20250218,2025,https://patents.google.com/patent/CN119465448A/en,https://patents.google.com/patent/CN119465448A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,156,preparation method of hollow section polyacrylonitrile dry-jet wet-spinning carbon fiber,CN119465448A,pub:CN119465448A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:9c065cec75,case_01_pan_graphitization,patent,CN119615421A,94896436,Coal-based hollow carbon fiber membrane and preparation method and application thereof,"The invention discloses a coal-based hollow carbon fiber membrane and a preparation method and application thereof, and belongs to the technical field of water treatment, wherein the preparation method comprises the following steps of collecting a hollow fiber precursor on an aluminum foil by a coaxial electrostatic spinning method according to the push injection speed ratio of a shell spinning solution to a core spinning solution of 18:1-6, and then sequentially carrying out air low-temperature pre-oxidation and high-temperature carbonization treatment under inert gas to obtain the coal-based hollow carbon fiber membrane; wherein the shell spinning solution contains oxidized coal and polyacrylonitrile, and the core spinning solution contains polystyrene. The invention prepares coal-based hollow carbon fibers with different inner diameters by fixing the injection speed of the shell spinning solution and adjusting the injection speed of the core spinning solution, wherein the hollow structure carbon fiber membrane has larger specific surface area, can provide more active sites so as to improve the deionized capacity and efficiency, and the oxidized coal modified hollow carbon fiber can be used for preparing an electrode material without a binder, reduces the use of an inactive material, builds a three-dimensional conductive network to improve the conductivity of an electrode, enhances the structural integrity of the electrode under the action of mechanical stress, and remarkably improves the cycle service life of the electrode.",UNIV XINJIANG,新疆大学,WANG LUXIANG; ZHANG DAN; MA QINGTAO; JIA DIANZENG; LENG CHANGYU,CN,A,20250314,2025,https://patents.google.com/patent/CN119615421A/en,https://patents.google.com/patent/CN119615421A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,158,coal-based hollow carbon fiber membrane and preparation method and application thereof,CN119615421A,pub:CN119615421A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:7bc6f3a923,case_01_pan_graphitization,patent,CN119615611A,94892663,Graphene reinforced polyacrylonitrile-based carbon fiber and preparation method thereof,"The invention discloses a graphene reinforced polyacrylonitrile-based carbon fiber and a preparation method thereof. The preparation method comprises the steps of adding a metal salt solution into a graphene oxide dispersion liquid with negative charges to prepare a graphene oxide dispersion liquid with positive charges, soaking polyacrylonitrile fibers in a strong acid solution with oxidability to acidify the graphene oxide dispersion liquid to obtain acidified polyacrylonitrile fibers, soaking the acidified polyacrylonitrile fibers in the graphene oxide dispersion liquid with positive charges, drying after soaking, soaking in the graphene oxide dispersion liquid, drying after soaking, and sequentially performing pre-oxidation, carbonization and graphitization on the graphene oxide-coated polyacrylonitrile fibers to obtain the graphene reinforced polyacrylonitrile-based carbon fibers.",BEIJING GRAPHENE INST CO LTD,北京石墨烯研究院有限公司,An zhizheng; ZHANG BAOGUO; QIN JUNPENG; GUO ZENAN; FENG HUAN,CN,A,20250314,2025,https://patents.google.com/patent/CN119615611A/en,https://patents.google.com/patent/CN119615611A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,160,graphene reinforced polyacrylonitrile-based carbon fiber and preparation method thereof,CN119615611A,pub:CN119615611A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:1d0fd8ab54,case_01_pan_graphitization,patent,CN119736743A,95128746,Composite fiber textile and preparation method thereof,"The invention relates to the technical field of textile manufacturing, in particular to a preparation method of a composite fiber textile, which comprises the following steps of S1, selecting and preparing raw materials, S1-1, selecting high-strength carbon fibers as an inner rib material, slowly passing Polyacrylonitrile (PAN) precursor through a pre-oxidation furnace with the temperature controlled at 200-300 ℃ at the speed of 0.5-1m/min for 1-2 hours, heating the pre-oxidized fibers to 1000-1500 ℃ at the heating rate of 5-10 ℃/min under the protection of inert gas, and performing a series of fine processes such as pre-oxidation, carbonization, surface treatment and the like on the pre-oxidized fibers.",杭州睿典布艺有限公司,杭州睿典布艺有限公司,,CN,A,20250401,2025,https://patents.google.com/patent/CN119736743A/en,https://patents.google.com/patent/CN119736743A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,161,composite fiber textile and preparation method thereof,CN119736743A,pub:CN119736743A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:b3ac536821,case_01_pan_graphitization,patent,CN119900111A,95464966,Preparation method of carbon fiber and carbon fiber,"The disclosure provides a preparation method of carbon fiber and the carbon fiber. The preparation method of the carbon fiber comprises the steps of preparing a polymerization stock solution by polymerization of a first monomer, a second monomer and a third monomer with preset mass ratio, spinning and forming the polymerization stock solution to obtain polyacrylonitrile-based precursor with preset densification degree, carrying out multistage pre-oxidation treatment on the polyacrylonitrile-based precursor to obtain pre-oxidized fiber, and carrying out carbonization treatment on the pre-oxidized fiber to obtain the carbon fiber. According to the preparation method of the carbon fiber, the polymerization stock solution is prepared through polymerization reaction, and the polyacrylonitrile-based precursor is obtained through spinning and forming of the polymerization stock solution, and has the preset densification degree, so that the permeability of oxygen element in the polyacrylonitrile precursor in the subsequent pre-oxidation treatment process is controlled, the pre-oxidation degree of the pre-oxidized fiber in the pre-oxidation treatment process is controlled, and the mechanical property of the prepared carbon fiber is guaranteed.",ZHONGFU SHENYING CARBON FIBER XINING CO LTD,中复神鹰碳纤维西宁有限公司,ZHAO QIAN; QI FAQIANG; XIE BANGLONG; WANG LONG; LI DONGYE,CN,A,20250429,2025,https://patents.google.com/patent/CN119900111A/en,https://patents.google.com/patent/CN119900111A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,162,preparation method of carbon fiber and carbon fiber,CN119900111A,pub:CN119900111A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:67ff505c21,case_01_pan_graphitization,patent,CN120325277A,96361023,Conversion medium for treating nitrogen oxides and preparation method and application thereof,"The application discloses a conversion medium for treating nitrogen oxides, and a preparation method and application thereof, and belongs to the technical field of tail gas treatment. The method takes specific pine branch and leaf-based active porous carbon as a carrier to load a manganese source in advance, then takes the manganese source as precursor particles to be compounded with polyacrylonitrile for electrostatic spinning to prepare a composite fiber membrane, and can prepare a conversion medium with special configuration fiber after specific oxidation-carbonization treatment, in the product, manganese dioxide with catalytic activity is limited in the inner core due to the cage effect of the pine branch and leaf-based active porous carbon, based on the synergistic effect of the pine branch and leaf-based active porous carbon carrier and the externally coated carbon fiber, the high-efficiency catalytic oxidation and adsorption of nitrogen oxides can be realized at normal temperature, the conversion medium can be regenerated after conventional heating treatment, the service life is long, and the application cost performance is high.",HANGZHOU COBETTER FILTRATION EQUIPMENT CO LTD,杭州科百特过滤器材有限公司,ZHANG YUE; JIA JIANDONG; YANG YINJING,CN,A,20250718,2025,https://patents.google.com/patent/CN120325277A/en,https://patents.google.com/patent/CN120325277A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,164,conversion medium for treating nitrogen oxides and preparation method and application thereof,CN120325277A,pub:CN120325277A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:7b0ee3929e,case_01_pan_graphitization,patent,CN120366930A,96445521,PI/PAN coaxial composite base carbon fiber and preparation method and application thereof,"The invention provides PI/PAN coaxial composite base carbon fiber and a preparation method and application thereof, wherein the preparation method comprises the following steps of 1, taking polyamide acid polymer solution as core layer spinning solution and polyacrylonitrile polymer solution as shell layer spinning solution, and preparing PAA/PAN fiber through a coaxial spinning process; and 2, performing pre-oxidation and imidization treatment on the PAA/PAN fibers to obtain PI/PAN fibers, and performing carbonization treatment or carbonization and graphitization treatment on the PI/PAN fibers to obtain the PI/PAN coaxial composite base carbon fibers. The PI core layer and the PAN shell layer have a synergistic effect, so that the PI/PAN coaxial composite base carbon fiber has higher graphitization degree and higher heat conduction performance.",NINGBO INST MATERIALS TECH & ENG CAS,中国科学院宁波材料技术与工程研究所,HAO MENGYUAN; LIN ANQI; SHEN ZHIPENG; ZHANG YONGGANG; QIAN XIN; SONG HUIQING; SUN SHICHAO,CN,A,20250725,2025,https://patents.google.com/patent/CN120366930A/en,https://patents.google.com/patent/CN120366930A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,165,pi/pan coaxial composite base carbon fiber and preparation method and application thereof,CN120366930A,pub:CN120366930A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:3230db030d,case_01_pan_graphitization,patent,CN120376602A,96437846,"Amorphous cathode material of battery, preparation method of amorphous cathode material and battery","The application discloses a battery amorphous negative electrode material, a preparation method thereof and a battery, and belongs to the technical field of new energy, wherein the preparation method of the battery amorphous negative electrode material comprises the steps of stirring polyacrylonitrile and dimethylformamide under a first preset condition to obtain a sol-gel solution, adding bismuth salt and antimony salt into the sol-gel solution, stirring for preset time to uniformly disperse the bismuth salt and the antimony salt to obtain a sol-gel solution containing metal ions, carrying out electrostatic spinning on the sol-gel solution containing the metal ions under a second preset condition to obtain a film precursor material, carrying out pre-oxidation treatment on the film precursor material in air to obtain a pre-treated material, carrying out carbonization and reduction treatment on the pre-treated material under a third preset condition to obtain a carbonized material, carrying out vulcanization treatment on the carbonized material to obtain a carbon fiber wrapped nano alloy material, and carrying out heating and pressurizing treatment on the carbon fiber wrapped nano alloy material to obtain the carbon fiber wrapped amorphous nano alloy sulfide material.",UNIV XIANGTAN,湘潭大学,ZHANG QINGFENG; PEI QUAN; XIE SHUHONG; ZHANG XUDONG; OUYANG XIAOPING,CN,A,20250725,2025,https://patents.google.com/patent/CN120376602A/en,https://patents.google.com/patent/CN120376602A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,166,"amorphous cathode material of battery, preparation method of amorphous cathode material and battery",CN120376602A,pub:CN120376602A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:fbe2ce9858,case_01_pan_graphitization,patent,CN120443420A,96623571,"Carbon fiber paper based on asphalt/polyacrylonitrile-based non-woven felt, and preparation method and application thereof","The invention belongs to the technical field of carbon fiber paper, and provides carbon fiber paper based on asphalt/polyacrylonitrile-based non-woven felt, and a preparation method and application thereof. The method comprises the following steps of sequentially stirring, mixing and defoaming a soluble asphalt solution and an acrylonitrile-itaconic acid copolymer solution, carrying out electrostatic spinning on an electrostatic spinning solution, sequentially drying an asphalt/polyacrylonitrile-based non-woven felt, carrying out program pre-oxidation to obtain a pre-oxidized felt, immersing the pre-oxidized felt in a resin solution, and sequentially carrying out drying, hot-press solidification, carbonization and graphitization. According to the invention, the soluble asphalt component is introduced into the electrospinning stock solution, so that the distribution of graphite microcrystals in the carbon fiber is regulated and controlled by utilizing the characteristic that polycyclic aromatic hydrocarbon is easy to form carbon crystals at high temperature, and further the electron transfer performance of carbon fiber paper is improved, the synchronous and accurate regulation and control of electric conduction, ventilation and thickness ultrathin are realized, and the method has a good application effect in fuel cells.",UNIV NATIONAL DONG HWA,东华大学,JU ANQI; DU JIANG; WANG MINGLEI,CN,A,20250808,2025,https://patents.google.com/patent/CN120443420A/en,https://patents.google.com/patent/CN120443420A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,167,"carbon fiber paper based on asphalt/polyacrylonitrile-based non-woven felt, and preparation method and application thereof",CN120443420A,pub:CN120443420A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
case_01_pan_graphitization:lc:aac770cd84,case_01_pan_graphitization,patent,CN120464128A,96633169,Preparation method of graphene composite bulletproof material,"The invention discloses a preparation method of a graphene composite bulletproof material, which belongs to the technical field of bulletproof material preparation, wherein polyacrylonitrile is used as a carbon fiber precursor, PMMA microspheres are coated with zinc oxide to be used as a pyrolysis template, carbon fibers with porous structures are prepared through high-temperature carbonization, polydopamine and graphene oxide are adopted to carry out surface modification on the porous carbon fibers, and after gamma-methacryloxypropyl trimethoxysilane treatment, the interface bonding strength of the graphene oxide and a matrix is obviously improved, the problem of insufficient energy dissipation caused by interface failure in the ballistic impact process is effectively avoided, so that the buffer capacity of the composite material to high-speed impact load is obviously improved, and the zinc oxide nanospheres have excellent heat conductivity, can obviously improve the heat conduction efficiency in the pre-oxidation process, and avoid the problems of long reaction time, low efficiency and high production cost in the traditional pre-oxidation process.",BEIJING PUFAN PROTECTION TECH CO LTD,北京普凡防护科技股份有限公司,LIU CHUNQI,CN,A,20250812,2025,https://patents.google.com/patent/CN120464128A/en,https://patents.google.com/patent/CN120464128A/en,candidate,claim_source,unverified,unverified,True,True,/Users/esakitakusei/Documents/python/practice/portfolio/2026_Hackathon/PatentScout_AI_v8/cases/case_01_pan_graphitization/large_candidates/case_01_bigquery_export_1000.csv,168,preparation method of graphene composite bulletproof material,CN120464128A,pub:CN120464128A,False,,0,,0.0,,,0,,,,,,deduped,,2026-06-27T01:16:02+00:00
